id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
49571120,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,4372184,Monica,,Potrero Hill,37.76014,-122.40344,Entire home/apt,145,30,4,2023-06-14,0.15,1,97,1,
49585352,Home in San Francisco · ★4.67 · 2 bedrooms · 2 beds · 2 baths,305422,Jean,,Haight Ashbury,37.767391204833984,-122.45100402832031,Entire home/apt,280,5,3,2023-11-10,0.10,1,0,1,STR-0005335
49590380,Rental unit in San Francisco · 1 bedroom · 1 bed · 1.5 baths,7371799,Suhani,,South of Market,37.78636,-122.39408,Entire home/apt,180,30,1,2023-09-19,0.39,1,31,1,
49591060,Guesthouse in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,2463273,Ingrid,,Mission,37.75862,-122.42376,Entire home/apt,110,3,111,2023-11-13,3.62,2,162,38,STR-0000253
49592154,Rental unit in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,105835535,Peter,,Marina,37.80015,-122.43413,Entire home/apt,156,30,23,2023-09-30,0.74,1,185,4,pending
49592921,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,216743744,Nina,,Bernal Heights,37.739,-122.41786,Entire home/apt,360,3,10,2023-04-01,0.34,1,0,2,City registration pending
49593662,Condo in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,10162964,Shelley,,Castro/Upper Market,37.76136,-122.44253,Entire home/apt,85,30,9,2023-09-26,0.30,5,365,3,
49595336,Townhouse in San Francisco · ★4.90 · 3 bedrooms · 3 beds · 3 baths,389843649,Khoang,,Outer Mission,37.71493,-122.44787,Entire home/apt,186,2,102,2023-11-24,3.32,1,162,34,2023-001905STR
49597213,Rental unit in San Francisco · ★4.50 · 1 bedroom · 2 beds · 1 bath,290158702,Fiona,,Marina,37.79809,-122.43464,Entire home/apt,135,30,6,2023-02-28,0.22,1,164,2,
49597911,Guest suite in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,157999191,Berlin,,Marina,37.80116,-122.43457,Private room,56,30,5,2023-10-04,0.31,25,176,2,
49615500,Home in San Francisco · ★4.73 · 1 bedroom · 1 bed · 1 private bath,65978352,Caleb,,Excelsior,37.72225,-122.41058,Private room,60,1,187,2023-11-15,6.06,1,214,60,pending
49631521,Home in San Francisco · Studio · 2 beds · 1 bath,228914442,Julian (Host),,Western Addition,37.78435,-122.42797,Entire home/apt,240,30,0,,,1,0,0,
49634091,Aparthotel in San Francisco · ★4.72 · 1 bedroom · 1 bed · 1 bath,399069771,Marina Motel,,Marina,37.799881,-122.435287,Entire home/apt,171,1,754,2023-11-27,24.24,11,0,225,Licensed hotel/B&B
49634141,Aparthotel in San Francisco · ★4.79 · 1 bedroom · 1 bed · 1 bath,399069771,Marina Motel,,Marina,37.799881,-122.435287,Entire home/apt,197,1,761,2023-11-27,24.68,11,0,271,Licensed hotel/B&B
49634202,Aparthotel in San Francisco · ★4.85 · 1 bedroom · 2 beds · 1 bath,399069771,Marina Motel,,Marina,37.799881,-122.435287,Entire home/apt,218,1,107,2023-11-30,3.49,11,0,26,Licensed hotel/B&B
49634228,Aparthotel in San Francisco · ★4.79 · 1 bedroom · 2 beds · 1 bath,399069771,Marina Motel,,Marina,37.799881,-122.435287,Entire home/apt,181,1,538,2023-11-29,17.39,11,0,155,Licensed hotel/B&B
49634255,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,21635985,Cecile,,Russian Hill,37.805696882647396,-122.42375903584218,Entire home/apt,130,30,4,2023-09-26,0.48,1,190,4,
49634300,Aparthotel in San Francisco · ★4.56 · 1 bedroom · 1 bed · 1 bath,399069771,Marina Motel,,Marina,37.799881,-122.435287,Entire home/apt,139,1,262,2023-11-21,8.40,11,337,36,Licensed hotel/B&B
49634330,Boutique hotel in San Francisco · ★4.69 · 1 bedroom · 3 beds · 1 private bath,399069771,Marina Motel,,Marina,37.799881,-122.435287,Private room,169,1,188,2023-11-26,6.04,11,365,125,Licensed hotel/B&B
49634358,Boutique hotel in San Francisco · ★4.82 · 1 bedroom · 2 beds · 1 private bath,399069771,Marina Motel,,Marina,37.799881,-122.435287,Private room,181,1,136,2023-10-04,4.33,11,0,26,Licensed hotel/B&B
49634378,Aparthotel in San Francisco · ★4.83 · 2 bedrooms · 2 beds · 1 bath,399069771,Marina Motel,,Marina,37.799881,-122.435287,Entire home/apt,262,1,79,2023-11-28,2.65,11,0,35,Licensed hotel/B&B
49634404,Aparthotel in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 bath,399069771,Marina Motel,,Marina,37.799881,-122.435287,Entire home/apt,284,1,25,2023-10-14,0.82,11,0,9,Licensed hotel/B&B
49634424,Aparthotel in San Francisco · ★4.57 · 2 bedrooms · 2 beds · 1 bath,399069771,Marina Motel,,Marina,37.799881,-122.435287,Entire home/apt,132,1,343,2023-05-11,10.95,11,0,1,Licensed hotel/B&B
49634438,Aparthotel in San Francisco · ★4.62 · 1 bedroom · 1 bed · 1 bath,399069771,Marina Motel,,Marina,37.799881,-122.435287,Entire home/apt,176,1,144,2023-11-24,4.77,11,362,47,Licensed hotel/B&B
49635792,Condo in San Francisco · ★4.60 · 1 bedroom · 1 bed · 1 bath,30210149,Karan,,South of Market,37.78772,-122.38936,Entire home/apt,150,30,10,2023-10-16,0.34,1,365,2,
49636107,Home in San Francisco · ★4.81 · 4 bedrooms · 4 beds · 2 baths,400352309,Hou Dong,,Bayview,37.73407,-122.40326,Entire home/apt,388,4,53,2023-11-16,1.87,1,173,14,STR-0005548
49636117,Home in San Francisco · ★5.0 · 2 bedrooms · 3 beds · 2 baths,2577011,Sarah,,Parkside,37.73937,-122.47785,Entire home/apt,336,4,19,2023-08-19,0.65,2,0,5,STR-0005098
49639075,Guest suite in San Francisco · ★4.91 · 1 bedroom · 2 beds · 1 bath,46884383,Kinsley,,Parkside,37.74192,-122.48817,Entire home/apt,130,5,56,2023-10-02,1.80,1,7,15,STR-0005099
49640324,Home in San Francisco · ★4.87 · 1 bedroom · 1 bed · 3 shared baths,344223871,Jeffrey,,Western Addition,37.7737,-122.42865,Private room,76,1,207,2023-11-23,7.26,3,141,91,STR-0005398
49669023,Guest suite in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1 bath,1547845,Aileen,,Inner Sunset,37.76272,-122.4664,Entire home/apt,145,2,65,2022-10-03,2.18,1,0,0,pending
49675594,Rental unit in San Francisco · ★4.22 · 1 bedroom · 1 bed · 1 shared bath,400649844,Cheryl,,Glen Park,37.74054,-122.42521,Private room,40,30,9,2023-04-30,0.30,2,246,1,
49688797,Home in San Francisco · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,66385869,Bobby,,Outer Mission,37.72596,-122.43977,Private room,78,30,5,2022-10-01,0.17,2,77,0,
49694414,Home in San Francisco · ★5.0 · 5 bedrooms · 5 beds · 2.5 baths,3303232,Lydia,,Noe Valley,37.74608,-122.42824,Entire home/apt,500,30,5,2023-08-12,0.30,1,31,3,
49708275,Condo in San Francisco · ★4.89 · 1 bedroom · 3 beds · 1 private bath,1753794,Ashish,,Castro/Upper Market,37.76584,-122.43616,Private room,113,1,250,2023-11-27,8.11,5,111,95,STR-0005549
49714479,Guesthouse in San Francisco · ★4.90 · 1 bedroom · 1 bed · 1 bath,1753794,Ashish,,Castro/Upper Market,37.76626,-122.43643,Entire home/apt,139,1,285,2023-11-27,9.34,5,0,92,STR-0004559
49715655,Rental unit in San Francisco · ★4.78 · 3 bedrooms · 3 beds · 1 bath,75202634,Ana,,Marina,37.799458,-122.440491,Entire home/apt,232,30,9,2023-10-01,0.36,1,59,4,
49718825,Rental unit in San Francisco · ★4.85 · Studio · 2 beds · 1 bath,400992467,Adam,,Glen Park,37.73881,-122.43529,Entire home/apt,155,5,34,2023-11-18,1.43,1,81,14,0010356
49738094,Rental unit in San Francisco · ★4.60 · 2 bedrooms · 2 beds · 1 bath,614436,Dennis J.,,Bernal Heights,37.74641,-122.40626,Entire home/apt,100,30,5,2023-10-31,0.18,1,99,1,
49738591,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,7097960,Cynthia,,Western Addition,37.78725,-122.4429,Entire home/apt,130,30,10,2023-11-17,0.40,1,309,7,
49740320,Condo in San Francisco · 3 bedrooms · 3 beds · 2 baths,189845056,Mili,,Mission,37.74992,-122.42292,Entire home/apt,179,30,1,2022-08-24,0.06,4,269,0,
49752905,Home in San Francisco · Studio · 1 bed · 1 private bath,7006615,Christy,,Russian Hill,37.80375,-122.41726,Private room,150,30,2,2023-08-19,0.13,1,179,1,
49773913,Guest suite in San Francisco · ★4.42 · 1 bedroom · 1 bed · 1 private bath,46740514,Freddi,,Mission,37.75431,-122.41199,Private room,85,3,12,2023-11-21,0.74,2,158,10,2021-004622STR
49780180,Condo in San Francisco · 2 bedrooms · 3 beds · 1 bath,189845056,Mili,,Bernal Heights,37.74784,-122.42161,Entire home/apt,219,30,1,2023-06-05,0.16,4,269,1,
49797916,Condo in San Francisco · 2 bedrooms · 1 bed · 1.5 shared baths,15068891,Sharon,,Russian Hill,37.80043,-122.41257,Private room,149,5,2,2023-11-18,0.07,3,34,1,2023-003147STR
49832411,Guesthouse in San Francisco · ★4.98 · Studio · 1 bed · 1 bath,39651978,Linda,,Crocker Amazon,37.71076004257231,-122.43362309501967,Entire home/apt,105,3,44,2023-11-18,3.80,1,191,44,2022-011971STR
49834625,Rental unit in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,1671976,Stefan,,Nob Hill,37.796,-122.41101,Entire home/apt,99,30,5,2023-08-25,0.18,3,179,2,
49835338,Home in San Francisco · ★4.75 · 3 bedrooms · 3 beds · 2 baths,401899585,Bin,,Bayview,37.72212,-122.40008,Entire home/apt,163,2,71,2023-11-24,3.10,1,152,40,STR-0005550
49838960,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,4430565,Jane,,Twin Peaks,37.75227,-122.45073,Entire home/apt,250,30,8,2023-07-10,0.31,1,155,4,
49856430,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 private bath,402067836,Lilian,,South of Market,37.77534,-122.39679,Private room,130,30,0,,,1,0,0,
49858051,Loft in San Francisco · 1 bedroom · 1 bed · 1 bath,129795032,Khoa,,South of Market,37.78496,-122.39326,Entire home/apt,135,31,0,,,1,359,0,
49859540,Rental unit in San Francisco · 1 bedroom · 1 bed · 5 shared baths,267895362,Rocky,,Western Addition,37.7711,-122.4253,Private room,50,365,0,,,55,364,0,
49862664,Rental unit in San Francisco · 1 bedroom · 5 shared baths,267895362,Rocky,,Mission,37.76987,-122.42332,Private room,47,365,0,,,55,364,0,
49863191,Rental unit in San Francisco · 1 bedroom · 1 bed · 5 shared baths,267895362,Rocky,,Mission,37.76918,-122.42327,Private room,60,365,1,2021-09-14,0.04,55,363,0,
49864106,Home in San Francisco · Studio · 1 bed · 1 bath,267895362,Rocky,,Noe Valley,37.75352,-122.43037,Entire home/apt,90,365,0,,,55,364,0,
49887963,Rental unit in San Francisco · ★4.95 · 2 bedrooms · 2 beds · 1 bath,17157402,Brooke,,Parkside,37.73726,-122.50636,Entire home/apt,230,3,82,2023-11-15,2.71,1,29,39,STR-0005437
49888745,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,9054140,Chris,,Marina,37.80022,-122.43409,Entire home/apt,172,30,1,2021-11-05,0.04,1,0,0,
49890263,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 2 baths,167046,Nani,,Mission,37.74937,-122.418,Entire home/apt,152,30,4,2023-02-15,0.14,2,0,1,
49908370,Boutique hotel in San Francisco · ★4.69 · 1 bedroom · 2 beds · 1 private bath,387130426,Hotel Del Sol,,Marina,37.79937,-122.433929,Private room,172,1,178,2023-11-11,7.26,3,356,92,Exempt
49908519,Guest suite in San Francisco · Studio · 1 bed · 1 bath,180924732,Susan,,West of Twin Peaks,37.74164,-122.46396,Entire home/apt,109,30,0,,,2,364,0,
49933964,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,390856735,Li,,Visitacion Valley,37.71018,-122.40372,Entire home/apt,78,30,4,2023-06-24,0.19,2,32,2,
49946559,Rental unit in San Francisco · 2 bedrooms · 3 beds · 1 bath,114601830,Vasily,,Outer Sunset,37.76367,-122.49554,Entire home/apt,140,30,0,,,2,123,0,
49962794,Condo in San Francisco · Studio · 1 bed · 1 bath,43203217,Fede,,Noe Valley,37.74733,-122.44253,Entire home/apt,93,31,1,2023-08-20,0.28,1,349,1,
49987273,Condo in San Francisco · ★4.90 · 1 bedroom · 2 beds · 1 bath,116169686,Ohad,,Bayview,37.73417,-122.4015,Entire home/apt,85,30,10,2023-10-26,0.45,3,364,5,
50010586,Guest suite in San Francisco · ★4.99 · 2 bedrooms · 2 beds · 1.5 baths,3589289,Laurel,,Mission,37.757568,-122.412605,Entire home/apt,265,3,112,2023-11-27,3.76,1,139,49,STR-0004717
50025652,Rental unit in San Francisco · 2 bedrooms · 4 beds · 2 baths,7873769,Marty,,Russian Hill,37.80283,-122.41631,Entire home/apt,745,30,0,,,5,179,0,
50034807,Rental unit in San Francisco · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,157999191,Berlin,,Marina,37.80055,-122.43412,Private room,60,30,8,2023-08-20,0.32,25,118,3,
50037067,Guest suite in San Francisco · ★4.95 · 2 bedrooms · 2 beds · 1 bath,24643747,Helena,,Inner Sunset,37.75495,-122.45631,Entire home/apt,283,1,87,2023-11-27,2.98,1,163,33,STR-0005185
50057318,Rental unit in San Francisco · ★4.33 · 1 bedroom · 1 shared bath,137211962,Jing,,Inner Sunset,37.7633,-122.47465,Private room,35,30,6,2023-05-22,0.21,6,362,2,
50064502,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,15674293,Mariam,,Marina,37.804,-122.43947,Private room,234,2,11,2023-08-31,0.42,2,339,2,2023-003150STR
50065326,Boutique hotel in San Francisco · ★4.53 · 1 bedroom · 1 bed · 1 private bath,387130426,Hotel Del Sol,,Marina,37.79995,-122.43471,Private room,170,1,102,2023-10-09,3.36,3,347,21,licensed hotel/B&B
50065520,Boutique hotel in San Francisco · ★4.57 · 1 bedroom · 2 beds · 1 private bath,387130426,Hotel Del Sol,,Marina,37.79937,-122.433929,Private room,209,1,20,2023-09-29,0.68,3,0,2,Exempt
50070597,Rental unit in San Francisco · Studio · 1 bed · 1 bath,401286558,Dorian Jamal,,Mission,37.75873,-122.42394,Entire home/apt,60,365,1,2022-05-14,0.05,1,337,0,
50087990,Rental unit in San Francisco · ★4.73 · 1 bedroom · 1 bed · 1 bath,291495355,Al,,North Beach,37.80473,-122.40918,Entire home/apt,139,30,11,2023-08-18,0.40,1,84,5,
50100184,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,14104528,Joseph,,South of Market,37.78543,-122.3956,Entire home/apt,133,30,8,2023-08-05,0.30,1,67,3,
50115550,Loft in San Francisco · ★5.0 · 1 bedroom · 1 bed · 2 baths,69699441,Spiro,,South of Market,37.78514,-122.39431,Entire home/apt,120,30,9,2023-11-30,0.32,1,332,5,3749166
50136259,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 bath,8873382,Douglas,,Bayview,37.732472408825856,-122.39414129242576,Entire home/apt,160,30,3,2023-08-14,0.19,1,215,1,
50136790,Home in San Francisco · 3 bedrooms · 3 beds · 1 bath,6334749,Tim,,Bayview,37.73124,-122.38973,Entire home/apt,225,30,0,,,3,365,0,
50138177,Guest suite in San Francisco · ★4.96 · 1 bedroom · 2 beds · 1 bath,699889,Neha,,Western Addition,37.78013151607407,-122.43459634972281,Entire home/apt,174,4,28,2023-12-02,5.22,1,152,28,2023-003418STR
50159258,Guest suite in San Francisco · ★4.91 · 1 bedroom · 2 beds · 1 bath,404429929,Hui,,Visitacion Valley,37.71293,-122.41278,Entire home/apt,110,1,196,2023-11-27,6.47,1,159,66,pending
50169742,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed,131200418,Lois,,Parkside,37.74249,-122.47512,Private room,66,30,8,2023-09-09,0.28,31,364,1,
50188513,Rental unit in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 bath,330745922,Connie,,North Beach,37.80013,-122.40548,Entire home/apt,160,30,5,2023-11-15,0.23,5,179,2,
50191012,Rental unit in San Francisco · ★4.90 · 1 bedroom · 1 bed · 1 bath,330745922,Connie,,North Beach,37.80141,-122.40602,Entire home/apt,160,30,10,2023-05-09,0.34,5,127,1,
50191488,Home in San Francisco · ★4.68 · 3 bedrooms · 3 beds · 2.5 baths,405088582,Viktoria,,Outer Richmond,37.77536,-122.48057,Entire home/apt,129,30,65,2023-10-04,2.17,1,60,4,pending
50196447,Condo in San Francisco · ★4.60 · 1 bedroom · 2 beds · 1 bath,189845056,Mili,,Mission,37.74985,-122.42127,Entire home/apt,160,30,5,2023-09-03,0.17,4,137,1,
50207641,Guesthouse in San Francisco · 2 bedrooms · 2 beds · 2 baths,62034618,Ting Ting,,Lakeshore,37.72858774545856,-122.49375771287829,Entire home/apt,160,1,0,,,20,364,0,STR-0000460
50212186,Guesthouse in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,2018231,Hiromi,,Mission,37.75452,-122.41415,Entire home/apt,120,30,7,2023-07-30,0.35,1,314,4,
50216842,Condo in San Francisco · ★5.0 · 2 bedrooms · 1 bed · 1.5 baths,1443329,Bradley,,Castro/Upper Market,37.76089,-122.43059,Entire home/apt,160,30,4,2023-11-02,0.15,1,0,2,
50232357,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 bath,291050,Ka,,Bayview,37.71913,-122.3957,Entire home/apt,128,30,4,2023-11-06,0.14,2,269,1,
50241143,Guest suite in San Francisco · ★4.92 · 2 bedrooms · 4 beds · 2 baths,405598639,Aleksandra,,Outer Mission,37.7262,-122.44664,Entire home/apt,148,2,151,2023-11-17,5.30,3,62,60,STR-0005008
50242959,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,988375,Jennifer,,Outer Sunset,37.75581,-122.48659,Entire home/apt,255,3,34,2023-11-06,1.16,19,31,12,STR-0005164
50246462,Condo in San Francisco · ★4.71 · 2 bedrooms · 2 beds · 1 bath,2077504,John,,Castro/Upper Market,37.76008,-122.43284,Entire home/apt,382,3,24,2023-11-25,0.80,1,210,17,pending
50246512,Guest suite in San Francisco · ★4.92 · 1 bedroom · 1 bed · 1 bath,2607120,Gregory,,Excelsior,37.71738,-122.43535,Entire home/apt,145,30,49,2023-10-21,1.65,2,163,11,STR-0003035
50247583,Home in San Francisco · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,3384322,Gianmatteo,,Bernal Heights,37.74808,-122.41846,Private room,110,2,26,2023-10-07,0.87,4,57,3,STR-0005595
50249557,Condo in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,27378744,Raj,,Russian Hill,37.79823,-122.41246,Entire home/apt,125,30,5,2023-10-26,0.33,1,335,4,
50265268,Guest suite in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,405833235,Simone,,Outer Sunset,37.75453,-122.49828,Entire home/apt,159,2,85,2023-11-19,2.90,1,28,25,str-0003952
50271268,Condo in San Francisco · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,3926041,Jason,,Western Addition,37.774323,-122.43644,Private room,91,2,211,2023-12-03,7.10,3,284,89,pending
50285215,Home in San Francisco · ★4.50 · 1 bedroom · 1 bed · 1 private bath,9219277,Henry,,Parkside,37.74365,-122.47613,Private room,55,30,4,2022-07-05,0.14,10,163,0,
50290160,Rental unit in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 bath,122922522,Diego,,South of Market,37.78537,-122.39565,Entire home/apt,100,30,4,2022-11-07,0.18,8,118,0,
50292861,Rental unit in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,46613919,David,,Outer Sunset,37.76116,-122.48542,Entire home/apt,76,30,3,2023-09-10,0.10,5,364,1,
50306339,Serviced apartment in San Francisco · 1 bedroom · 3 beds · 1 bath,74021003,Jaqi,,Russian Hill,37.80639,-122.42157,Entire home/apt,700,2,1,2021-07-16,0.03,1,34,0,Timeshare
50310528,Rental unit in San Francisco · 1 bedroom · 1 bed · 5 shared baths,267895362,Rocky,,Mission,37.76945,-122.42379,Private room,54,365,1,2021-07-01,0.03,55,363,0,
50313649,Home in San Francisco · 4 bedrooms · 4 beds · 2 baths,56859317,Nikki,,Ocean View,37.71965321635519,-122.45347500534086,Entire home/apt,500,2,2,2023-11-11,0.94,1,262,2,2023-008625STR
50316375,Rental unit in San Francisco · Studio · 1 bed · 1 bath,303118342,Jesse,,Ocean View,37.72292,-122.45486,Entire home/apt,80,30,1,2023-01-09,0.09,30,355,1,
50323147,Rental unit in San Francisco · ★4.50 · Studio · 1 bed · 1 bath,1892430,Jan,,Ocean View,37.72178,-122.45418,Entire home/apt,66,30,6,2023-08-16,0.25,30,198,2,
50323617,Rental unit in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,91333416,Jan,,Pacific Heights,37.79108,-122.43649,Entire home/apt,50000,30,6,2023-09-01,0.23,26,0,3,
50331188,Home in San Francisco · ★4.71 · 2 bedrooms · 2 beds · 1 shared bath,404949384,Yee Hung,,Inner Richmond,37.77417,-122.4658,Private room,106,1,133,2023-10-27,4.44,1,0,43,pending
50331470,Condo in San Francisco · ★5.0 · 2 bedrooms · 4 beds · 2 baths,39768022,Conor,,Nob Hill,37.78948,-122.42177,Entire home/apt,379,31,3,2021-07-05,0.10,2,179,0,0013467
50335212,Home in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,4304238,Melik,,South of Market,37.77311,-122.41917,Private room,48,30,10,2023-09-03,0.35,1,284,4,
50338646,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 shared bath,115849,Hiromi,,Downtown/Civic Center,37.7887,-122.41302,Private room,63,30,5,2023-10-31,0.19,12,76,2,
50341722,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,1892430,Jan,,Pacific Heights,37.79141,-122.43605,Entire home/apt,125,30,1,2023-03-24,0.12,30,365,1,
50361081,Guest suite in San Francisco · ★4.94 · 1 bedroom · 2 beds · 1 bath,4184630,Kevin,,Bernal Heights,37.74732,-122.4182,Entire home/apt,150,2,69,2023-11-11,2.32,1,0,27,STR-0005325
50365548,Guest suite in San Francisco · ★4.92 · 3 bedrooms · 4 beds · 2 baths,43050384,Hua,,Outer Sunset,37.75769,-122.47922,Entire home/apt,207,1,208,2023-12-02,6.93,1,275,74,STR-0003572
50376815,Home in San Francisco · ★4.83 · 1 bedroom · 1 bed · 1 bath,57068872,Echo,,Visitacion Valley,37.71234,-122.39937,Entire home/apt,85,30,6,2023-08-27,0.22,3,303,2,
50379502,Guest suite in San Francisco · ★4.96 · 1 bedroom · 1 bed · 1 bath,2504274,Elyse,,Outer Sunset,37.74551,-122.50493,Entire home/apt,170,2,126,2023-11-26,4.68,2,0,51,STR-0005127
50379946,Condo in San Francisco · ★4.75 · 2 bedrooms · 2 beds · 2 baths,92974335,Neilesh,,South of Market,37.78877,-122.39056,Entire home/apt,141,30,4,2023-05-06,0.15,1,364,1,
50380218,Villa in San Francisco · ★4.92 · 4 bedrooms · 5 beds · 3.5 baths,406974141,Sofi,,Inner Sunset,37.76393,-122.45396,Entire home/apt,1800,3,12,2022-10-23,0.43,1,360,0,STR-0005203
50384342,Hotel in San Francisco · Studio · 1 bed · 1 bath,303137606,Hotel Spero,,Downtown/Civic Center,37.78573,-122.41041,Private room,270,1,0,,,10,0,0,0483903
50384491,Hotel in San Francisco · Studio · 1 bed · 1 bath,303137606,Hotel Spero,,Downtown/Civic Center,37.78524,-122.4113,Private room,219,1,0,,,10,0,0,0483903
50384522,Hotel in San Francisco · Studio · 1 bed · 1 bath,303137606,Hotel Spero,,Downtown/Civic Center,37.78714,-122.41207,Private room,234,1,0,,,10,0,0,0483903
50384553,Hotel in San Francisco · Studio · 1 bed · 1 bath,303137606,Hotel Spero,,Downtown/Civic Center,37.78716,-122.41253,Private room,254,1,0,,,10,0,0,0483903
50384582,Hotel in San Francisco · Studio · 1 bed · 1 bath,303137606,Hotel Spero,,Downtown/Civic Center,37.78536,-122.41088,Private room,244,1,0,,,10,0,0,0483903
50384606,Hotel in San Francisco · Studio · 1 bed · 1 bath,303137606,Hotel Spero,,Downtown/Civic Center,37.7871,-122.41077,Private room,269,1,0,,,10,0,0,0483903
50384637,Hotel in San Francisco · Studio · 1 bed · 1 bath,303137606,Hotel Spero,,Downtown/Civic Center,37.7852,-122.41239,Private room,294,1,0,,,10,0,0,0483903
50384670,Hotel in San Francisco · Studio · 1 bed · 1 bath,303137606,Hotel Spero,,Downtown/Civic Center,37.78549,-122.41061,Private room,269,1,0,,,10,0,0,0483903
50384733,Hotel in San Francisco · Studio · 1 bed · 1 bath,303137606,Hotel Spero,,Downtown/Civic Center,37.78696,-122.41056,Private room,204,1,1,2022-08-14,0.06,10,0,0,0483903
50392940,Rental unit in San Francisco · ★4.73 · Studio · 1 bed · 1 bath,387801231,Coleman,,Russian Hill,37.80587,-122.420876,Entire home/apt,101,30,11,2023-08-31,0.40,7,151,3,
50396652,Condo in San Francisco · 2 bedrooms · 1 bed · 1.5 baths,9838978,Connie,,Mission,37.7522,-122.42348,Entire home/apt,300,30,0,,,2,173,0,
50418118,Rental unit in San Francisco · ★4.87 · 2 bedrooms · 2 beds · 1 bath,407320253,Patti,,Inner Richmond,37.77989,-122.47628,Entire home/apt,143,3,85,2023-11-20,2.87,1,44,35,STR-0004914
50429144,Home in San Francisco · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,131200418,Lois,,Lakeshore,37.72955,-122.48955,Private room,67,1,37,2023-11-01,1.23,31,365,13,pending
50444103,Condo in San Francisco · ★4.96 · 1 bedroom · 1 bed · 1 bath,1393654,Gary,,Bernal Heights,37.7448780496869,-122.41357744832642,Entire home/apt,130,3,80,2023-10-26,2.81,1,31,36,2021-006321STR
50452457,Guest suite in San Francisco · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,131200418,Lois,,Lakeshore,37.72992,-122.4892,Private room,50,1,34,2023-09-15,1.24,31,365,11,City Registration Pending
50460894,Home in San Francisco · 1 bedroom · 1 bath,130007762,Suresh,,Haight Ashbury,37.76631,-122.44762,Entire home/apt,200,30,0,,,1,0,0,
50465584,Villa in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 3 baths,34423369,Henda,,Twin Peaks,37.75612043479776,-122.44174993761654,Entire home/apt,579,1,8,2023-11-26,2.93,1,181,8,2023-005578STR
50471530,Home in San Francisco · ★4.75 · 4 bedrooms · 6 beds · 2 baths,49384981,Dawn,,Glen Park,37.74107,-122.4318,Entire home/apt,321,2,68,2023-11-26,3.34,1,0,30,2022-001544STR
50488310,Resort in San Francisco · 1 bedroom · 2 beds · 1 private bath,5805679,Laurence,,Downtown/Civic Center,37.78782,-122.4138,Private room,585,4,0,,,32,0,0,TIMESHARE
50488642,Hostel in San Francisco · ★4.71 · 1 bedroom · 1 bed · 1 private bath,407298390,San Francisco,,Marina,37.80098,-122.425865,Private room,137,1,618,2023-11-14,21.07,9,0,78,Exempt
50489340,Boutique hotel in San Francisco · ★4.53 · 1 bedroom · 1 bed · 1 private bath,76841544,Steve,,Downtown/Civic Center,37.78504,-122.41254,Private room,86,1,92,2023-11-01,3.22,6,143,19,0475941
50489368,Rental unit in San Francisco · Studio · 1 bed · 1 bath,190158687,Christine,,Chinatown,37.79063,-122.40867,Entire home/apt,65,30,1,2021-08-12,0.04,1,0,0,
