id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
138592,Home in San Francisco · ★4.91 · 4 bedrooms · 4 beds · 2 baths,648553,Julie & Brad,,Noe Valley,37.75635,-122.42864,Entire home/apt,1250,5,34,2023-08-18,0.23,1,80,2,Pending Application
474107,Home in San Francisco · ★4.91 · 2 bedrooms · 2 beds · 1 shared bath,2318089,Inés,,Excelsior,37.72369,-122.42865,Private room,79,2,149,2023-11-14,1.92,1,196,20,STR-0007772
487019,Rental unit in San Francisco · ★4.53 · 3 bedrooms · 4 beds · 2 baths,2410550,Cecile,,Potrero Hill,37.75622,-122.39821,Entire home/apt,249,5,36,2023-07-18,0.26,1,202,7,STR-0001599
487499,Rental unit in San Francisco · ★4.78 · 1 bedroom · 1 bed · 1 bath,1682183,Daniel,,Mission,37.75884,-122.42232,Entire home/apt,125,30,196,2023-11-04,1.41,1,149,4,
1163946,Condo in San Francisco · 2 bedrooms · 2 beds · 1 bath,1918239,Jen,,Mission,37.76111,-122.42082,Entire home/apt,70,30,2,2016-10-07,0.02,1,0,0,
1174701,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,6429436,Janette,,Russian Hill,37.80673,-122.41998,Entire home/apt,271,2,1,2023-07-17,0.21,9,361,1,Exempt
1178260,Rental unit in San Francisco · ★4.94 · 2 bedrooms · 2 beds · 1.5 baths,6446722,John,,North Beach,37.80069,-122.40586,Entire home/apt,160,30,122,2023-11-17,0.96,1,364,4,
1195173,Rental unit in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,6531356,Jennifer,,Nob Hill,37.79104,-122.41551,Private room,70,30,28,2023-09-30,0.22,1,269,4,
1550913,Guest suite in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 bath,497158,Seth And Alexa,,Mission,37.75141,-122.4198,Entire home/apt,150,5,234,2023-10-11,1.88,1,52,15,STR-0000051
1574848,Rental unit in San Francisco · ★4.70 · 1 bedroom · 1 bed · 1 bath,4106299,Henna,,North Beach,37.80101,-122.4022,Private room,110,30,23,2017-12-16,0.21,3,354,0,1082059
1578597,Guest suite in San Francisco · ★4.70 · Studio · 1 bed · 1 bath,8390846,Jon-Pierre (& Joel),,Potrero Hill,37.75956,-122.40186,Entire home/apt,156,1,479,2023-11-17,4.02,1,345,13,2023-004095STR
2058119,Rental unit in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 bath,10538306,Javi,,Mission,37.76155,-122.42443,Private room,100,30,82,2015-03-02,0.68,1,365,0,
958,Serviced apartment in San Francisco · ★4.87 · 1 bedroom · 2 beds · 1 bath,1169,Holly,,Western Addition,37.77028,-122.43317,Entire home/apt,181,2,415,2023-11-06,2.37,1,204,44,City Registration Pending
5858,Rental unit in San Francisco · ★4.88 · 2 bedrooms · 2 beds · 2 baths,8904,Philip And Tania,,Bernal Heights,37.74474,-122.42089,Entire home/apt,235,30,110,2017-08-06,0.62,1,365,0,
8142,Rental unit in San Francisco · ★4.70 · 1 bedroom · 1 bed · 4 shared baths,21994,Aaron,,Haight Ashbury,37.76555,-122.45213,Private room,56,32,10,2023-07-30,0.09,15,363,1,
8339,Condo in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,24215,Rosy,,Western Addition,37.77564,-122.43642,Entire home/apt,675,5,28,2019-06-28,0.16,2,365,0,STR-0000264
8739,Condo in San Francisco · ★4.92 · 1 bedroom · 1 bed · 1 private bath,7149,Ivan & Wendy,,Mission,37.7603,-122.42197,Private room,122,1,805,2023-11-12,4.61,2,0,44,STR-0000028
10537,Place to stay in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1.5 shared baths,36752,Teresa,,Bayview,37.7175,-122.39698,Private room,95,1,23,2023-09-16,0.14,2,365,5,2022-011003STR
10578,Rental unit in San Francisco · ★4.93 · Studio · 1 bed · 1 bath,37049,Andrew,,Nob Hill,37.79249,-122.41499,Entire home/apt,100,30,18,2015-05-17,0.12,1,365,0,
12041,Rental unit in San Francisco · ★4.0 · 1 bedroom · 2 beds · 3 shared baths,21994,Aaron,,Haight Ashbury,37.76901,-122.44701,Private room,65,32,7,2022-06-11,0.05,15,365,0,
12042,Rental unit in San Francisco · ★3.20 · 1 bedroom · 2 beds · 3 shared baths,21994,Aaron,,Haight Ashbury,37.76932,-122.44723,Private room,65,32,5,2015-10-18,0.04,15,365,0,
12522,Rental unit in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,18431,Brenda,,Castro/Upper Market,37.76237,-122.42992,Private room,99,3,471,2023-11-13,2.79,1,46,31,STR-0000057
18231,Rental unit in San Francisco · ★4.84 · Studio · 2 beds · 1 bath,70224,Arlene Helfand,,Noe Valley,37.74916,-122.42971,Entire home/apt,95,30,69,2023-08-13,0.42,1,235,1,
18904,Home in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 private bath,72464,Patrick,,Western Addition,37.77247,-122.43301,Private room,126,2,469,2023-11-20,3.21,1,63,31,STR-0000094
21334,Loft in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 bath,81455,Joe,,Nob Hill,37.7962,-122.41562,Entire home/apt,149,30,124,2023-08-01,0.75,1,354,1,City registration pending
24463,Condo in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 private bath,99128,Cathryn,,Potrero Hill,37.75565,-122.40125,Private room,157,2,377,2023-11-19,2.29,2,356,28,STR-0000036
24723,Guest suite in San Francisco · ★4.85 · 1 bedroom · 2 beds · 1 bath,100800,Cynthia,,Pacific Heights,37.78897,-122.43376,Entire home/apt,181,5,443,2023-11-26,2.66,2,46,47,Pending Application
25094,Home in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,103339,Bruce,,Glen Park,37.74159,-122.43159,Private room,165,5,68,2023-11-04,0.75,1,364,10,STR-0002528
26488,Rental unit in San Francisco · ★4.86 · 1 bedroom · 1 bed · 0 baths,112300,Micheal,,Financial District,37.79146,-122.3932,Entire home/apt,1000,360,48,2012-06-21,0.29,1,365,0,
27028,Condo in San Francisco · ★4.78 · 1 bedroom · 2 beds · 1 private bath,7149,Ivan & Wendy,,Mission,37.76005,-122.42208,Private room,164,1,27,2023-03-06,0.26,2,0,1,STR-0000028
29373,Home in San Francisco · ★4.92 · 2 bedrooms · 2 beds · 2 baths,126263,Cecilia,,Bernal Heights,37.73871,-122.41167,Entire home/apt,190,4,25,2023-10-02,0.17,2,0,7,STR-0000280
29557,Rental unit in San Francisco · ★4.97 · 1 bedroom · 2 beds · 1 bath,126036,Gigi,,Outer Richmond,37.77885,-122.50534,Entire home/apt,200,2,126,2023-11-26,0.78,1,0,15,STR-0001135
32414,Rental unit in San Francisco · ★4.81 · 2 bedrooms · 2 beds · 1 bath,140251,Lisa,,Bernal Heights,37.74038,-122.41327,Entire home/apt,150,30,93,2019-09-29,0.57,1,306,0,City registration pending
33578,Home in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 bath,145258,Kepa,,Potrero Hill,37.76451,-122.39643,Entire home/apt,290,1,749,2023-11-30,4.66,2,349,42,STR-0000073
38935,Rental unit in San Francisco · ★4.98 · 1 bedroom · 1 bed · 1 private bath,167046,Nani,,Mission,37.7493,-122.41965,Private room,145,3,44,2023-06-25,0.27,2,5,3,2023-004141STR
39418,Rental unit in San Francisco · ★4.92 · Studio · 1 bed · 1 bath,169184,Therese And Nelson,,Bernal Heights,37.741,-122.42018,Entire home/apt,79,30,26,2023-01-28,0.17,1,101,1,
40092,Rental unit in San Francisco · ★4.63 · 1 bedroom · 1 bed · 1 bath,172182,Brian & Leah,,Mission,37.7617,-122.41887,Entire home/apt,87,30,106,2023-08-02,0.66,2,157,2,
41172,Home in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 private bath,53314,Sue,,Bernal Heights,37.74132,-122.41818,Private room,115,30,301,2023-09-08,1.86,1,365,3,Pending Application
41423,Cottage in San Francisco · ★4.47 · Studio · 1 bed · 1 bath,180715,Dana,,Glen Park,37.7369,-122.43451,Entire home/apt,121,30,157,2023-08-13,0.97,1,365,2,30 Day Minimum Stay Required
41609,Condo in San Francisco · ★4.97 · 1 bedroom · 2 beds · 1 bath,54299,Peter,,Downtown/Civic Center,37.78887,-122.41306,Entire home/apt,165,30,29,2023-08-12,0.18,1,251,2,
42060,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,183862,Cole,,Western Addition,37.769626539319106,-122.4321040113865,Entire home/apt,130,60,7,2023-04-05,0.04,1,89,1,
44032,Rental unit in San Francisco · ★4.84 · 1 bedroom · 1 bed · 1 bath,98733,David + Tina,,Mission,37.75158,-122.41158,Entire home/apt,98,30,301,2023-10-30,1.86,1,53,5,
44680,Rental unit in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,196626,Paul,,Mission,37.75131,-122.42167,Entire home/apt,150,60,3,2010-10-04,0.02,1,173,0,
47682,Rental unit in San Francisco · ★4.86 · 1 bedroom · 1 bed · 1 bath,216682,Jay,,Pacific Heights,37.79186,-122.42429,Entire home/apt,112,30,35,2023-08-12,0.22,9,365,1,
51557,Rental unit in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,237200,Len,,Western Addition,37.7714,-122.42935,Entire home/apt,125,183,109,2022-08-27,0.68,1,358,0,
51773,Rental unit in San Francisco · ★4.60 · 1 bedroom · 1 bed · 0 shared baths,216682,Jay,,Pacific Heights,37.79373,-122.42507,Private room,45,30,166,2023-08-13,1.08,9,354,1,
53280,Home in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 private bath,126263,Cecilia,,Bernal Heights,37.73805,-122.41165,Private room,95,3,145,2019-12-15,0.91,2,4,0,STR-0000280
54518,Condo in San Francisco · ★4.59 · 1 bedroom · 1 bed · 1 bath,255971,Kathy,,Financial District,37.79337,-122.40198,Entire home/apt,139,30,18,2022-10-05,0.12,1,278,0,
54634,Rental unit in San Francisco · ★4.73 · 1 bedroom · 1 bed · 1 bath,216682,Jay,,Pacific Heights,37.79352,-122.42649,Entire home/apt,95,30,50,2023-06-30,0.31,9,365,1,
55632,Rental unit in San Francisco · ★4.77 · 1 bedroom · 2 beds · 1 bath,262875,Paul,,Outer Richmond,37.77927,-122.48432,Entire home/apt,120,30,13,2021-03-28,0.08,4,352,0,
55636,Rental unit in San Francisco · ★4.77 · 1 bedroom · 1 bed · 1 bath,262875,Paul,,Twin Peaks,37.74778,-122.44566,Entire home/apt,83,30,29,2023-09-14,0.18,4,79,1,
56621,Rental unit in San Francisco · ★4.65 · 1 bedroom · 1 bed · 0 shared baths,216682,Jay,,Pacific Heights,37.79183,-122.42425,Private room,48,30,128,2023-05-14,0.80,9,362,1,
57561,Rental unit in San Francisco · ★4.63 · 1 bedroom · 1 bed · 1 bath,272890,Theodore,,Bernal Heights,37.74684,-122.41548,Entire home/apt,178,30,227,2023-09-11,1.43,1,365,6,City registration pending
57676,Rental unit in San Francisco · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,142882,Jessica And Sebouh,,Mission,37.75758,-122.42043,Private room,99,30,121,2019-09-21,0.79,2,0,0,STR-0000875
59702,Cottage in San Francisco · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,287136,Toby,,Bernal Heights,37.74188,-122.4127,Private room,100,30,192,2019-07-20,1.27,1,173,0,STR-0000109
59831,Home in San Francisco · 1 bedroom · 1 bed · 1 bath,287859,Lawrence,,Outer Sunset,37.75674,-122.49178,Private room,100,60,1,2011-05-23,0.01,1,0,0,
60365,Home in San Francisco · ★4.88 · 3 bedrooms · 4 beds · 2 baths,279544,Emilie,,Western Addition,37.77034,-122.43594,Entire home/apt,495,4,260,2023-10-02,1.65,2,187,16,STR-0003775
62519,Rental unit in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 private bath,304426,Abhay,,Noe Valley,37.7422,-122.42996,Private room,150,2,38,2023-04-29,0.35,2,0,1,STR-0000261
64165,Rental unit in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 private bath,237691,Regina,,Marina,37.80284,-122.42839,Private room,115,30,76,2023-08-15,0.51,3,334,1,
66119,Rental unit in San Francisco · ★4.19 · Studio · 2 beds · 1 bath,52862,Joe,,Outer Richmond,37.77737,-122.47985,Entire home/apt,95,30,97,2022-11-07,0.64,3,365,0,City registration pending
68239,Rental unit in San Francisco · ★4.82 · 1 bedroom · 1 bed · 1 bath,337833,Philipp,,Mission,37.75393,-122.42505,Entire home/apt,277,30,47,2023-05-01,0.31,1,242,2,
69410,Home in San Francisco · ★4.92 · 1 bedroom · 2 beds · 1 bath,347624,Patrick,,Inner Richmond,37.77585,-122.46413,Entire home/apt,72,30,67,2023-10-04,0.44,1,37,3,
70139,Rental unit in San Francisco · ★4.88 · 1 bedroom · 2 beds · 1 bath,354456,Rachel,,Bernal Heights,37.74544,-122.42271,Entire home/apt,100,30,17,2023-10-03,0.12,1,143,2,
70753,Hostel in San Francisco · ★4.63 · 1 bedroom · 8 beds · 1 shared bath,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,49,1,445,2023-10-26,2.85,3,270,12,428539.0
71645,Guest suite in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1 bath,367464,Jeff,,Bernal Heights,37.74409,-122.40846,Entire home/apt,132,3,304,2023-11-17,3.22,1,176,41,STR-0004597
72444,Hostel in San Francisco · ★4.73 · 1 bedroom · 8 beds · 1 shared bath,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,45,1,569,2023-10-08,3.68,3,270,24,428539.0
72921,Rental unit in San Francisco · ★4.44 · 1 bedroom · 2 beds · 1 bath,374909,Eric,,Western Addition,37.77487,-122.43221,Entire home/apt,100,30,52,2023-01-05,0.33,11,336,1,
74451,Rental unit in San Francisco · ★4.81 · Studio · 2 beds · 1 bath,374909,Eric,,Western Addition,37.77497,-122.4323,Entire home/apt,100,30,32,2023-10-31,0.22,11,336,3,
75043,Rental unit in San Francisco · ★4.43 · 2 bedrooms · 3 beds · 2 baths,101521,Red,,Pacific Heights,37.78987,-122.42857,Entire home/apt,215,88,15,2016-01-17,0.10,2,89,0,
77175,Home in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 bath,395569,Tyler&Shoreh,,Glen Park,37.73711,-122.43525,Entire home/apt,128,3,387,2023-11-29,2.51,1,0,28,STR-0000227
78651,Rental unit in San Francisco · ★4.73 · 2 bedrooms · 1 bed · 2 shared baths,142882,Jessica And Sebouh,,Mission,37.75585,-122.42081,Private room,85,30,92,2019-10-25,0.60,2,364,0,STR-0000875
80394,Rental unit in San Francisco · ★4.92 · 1 bedroom · 1 bed · 1 bath,126930,Abla,,Haight Ashbury,37.77065,-122.44433,Entire home/apt,135,30,26,2022-05-29,0.22,1,0,0,STR-0003597
81158,Condo in San Francisco · ★4.81 · 1 bedroom · 2 beds · 1 bath,439589,Brent,,Western Addition,37.78408,-122.44436,Entire home/apt,83,30,32,2023-11-02,0.21,1,133,4,
83257,Home in San Francisco · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,453743,Kimberly,,Western Addition,37.78353,-122.44369,Private room,90,7,112,2023-08-18,0.73,1,222,7,STR-0000187
91957,Rental unit in San Francisco · ★4.73 · 2 bedrooms · 2 beds · 1.5 baths,495796,Joy,,Haight Ashbury,37.76114,-122.44929,Entire home/apt,225,30,93,2019-01-01,0.63,1,365,0,City registration pending
96383,Rental unit in San Francisco · ★4.71 · 1 bedroom · 1 bed · 0 shared baths,216682,Jay,,Pacific Heights,37.79359,-122.42421,Private room,55,30,142,2023-06-17,0.93,9,359,1,
105497,Home in San Francisco · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,547669,Jamie,,Outer Sunset,37.75699,-122.4973,Private room,90,45,4,2019-08-16,0.05,4,0,0,
106025,Rental unit in San Francisco · ★4.87 · 2 bedrooms · 2 beds · 2 baths,359730252,Clare,,Downtown/Civic Center,37.78693,-122.41539,Entire home/apt,113,30,69,2023-09-30,0.45,1,150,4,
109883,Guest suite in San Francisco · ★4.73 · 1 bedroom · 2 beds · 1 bath,566147,Adam,,West of Twin Peaks,37.73241,-122.46432,Entire home/apt,130,2,474,2023-11-05,3.12,1,355,22,STR-0004737
110825,Home in San Francisco · ★4.71 · 2 bedrooms · 2 beds · 1 bath,568933,Michael,,Bayview,37.71664,-122.38981,Entire home/apt,120,30,9,2019-08-11,0.06,1,337,0,
114401,Condo in San Francisco · ★4.87 · 2 bedrooms · 1 bed · 1 shared bath,580606,George,,Castro/Upper Market,37.75939,-122.43051,Private room,115,1,723,2023-12-03,4.74,1,352,43,STR-0000045
115242,Condo in San Francisco · ★4.90 · 1 bedroom · 2 beds · 1 bath,582450,Dawn,,North Beach,37.80599,-122.40943,Entire home/apt,140,30,21,2023-08-26,0.14,1,119,3,
121065,Condo in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1 bath,608445,Hassan,,Western Addition,37.77117,-122.43292,Entire home/apt,120,30,35,2017-07-09,0.25,2,352,0,
122829,Rental unit in San Francisco · ★4.72 · 1 bedroom · 1 bed · 1 bath,615007,D,,South of Market,37.77341,-122.4208,Entire home/apt,80,30,73,2023-03-18,0.48,2,87,2,
124011,Home in San Francisco · ★4.96 · 3 bedrooms · 4 beds · 2.5 baths,617985,Patrick,,Inner Sunset,37.76317,-122.47029,Entire home/apt,580,7,28,2023-09-14,0.25,1,323,6,STR-0001525
128230,Rental unit in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 bath,634277,Maria,,Castro/Upper Market,37.75737,-122.43566,Entire home/apt,350,3,174,2022-06-05,1.14,1,246,0,STR-0001224
130775,Rental unit in San Francisco · ★4.36 · 1 bedroom · 1 bed · 4 shared baths,21994,Aaron,,Haight Ashbury,37.76555,-122.45213,Private room,56,32,11,2019-08-17,0.08,15,365,0,
132441,Home in San Francisco · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,650862,Kurt,,Bernal Heights,37.73987,-122.4234,Private room,96,1,192,2023-11-03,1.27,1,179,14,STR-0000445
137129,Home in San Francisco · 3 bedrooms · 2.5 baths,639671,Mark,,Inner Richmond,37.78733,-122.46371,Entire home/apt,572,14,2,2022-07-26,0.04,1,83,0,2022-004098STR
138221,Rental unit in San Francisco · ★4.84 · 1 bedroom · 1 bed · 1 bath,674976,Phil,,Inner Richmond,37.77664,-122.45586,Entire home/apt,140,30,84,2023-08-25,0.56,2,99,4,
144242,Home in San Francisco · ★4.88 · 3 bedrooms · 3 beds · 2 baths,699215,Kate,,Inner Richmond,37.78546,-122.46148,Entire home/apt,495,3,27,2023-08-01,0.18,1,0,5,2022-011317STR
144978,Rental unit in San Francisco · ★4.68 · 1 bedroom · 1 bed,216682,Jay,,Pacific Heights,37.79233,-122.42431,Private room,40,30,122,2023-10-04,0.81,9,168,2,
147443,Rental unit in San Francisco · ★4.60 · 2 bedrooms · 3 beds · 1.5 baths,709325,Mark,,Diamond Heights,37.74633,-122.44591,Entire home/apt,167,30,107,2023-05-31,0.71,5,318,1,
148627,Rental unit in San Francisco · ★4.31 · 1 bedroom · 1 bed · 1 bath,709325,Mark,,Marina,37.79961,-122.42771,Entire home/apt,85,30,117,2022-10-13,0.80,5,329,0,
148769,Rental unit in San Francisco · ★4.17 · 1 bedroom · 1 bed · 1 bath,709325,Mark,,Twin Peaks,37.75045,-122.44956,Entire home/apt,71,30,96,2023-07-31,0.83,5,354,2,
149108,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,719538,Margaret,,Haight Ashbury,37.76216,-122.45022,Entire home/apt,150,30,6,2023-08-26,0.05,1,204,4,
150347,Rental unit in San Francisco · ★4.74 · 2 bedrooms · 2 beds · 1 bath,172182,Brian & Leah,,Mission,37.75981,-122.4188,Entire home/apt,157,30,132,2023-08-04,0.88,2,269,3,
166199,Guesthouse in San Francisco · ★4.82 · 1 bedroom · 2 beds · 1 bath,792371,Matt,,Castro/Upper Market,37.76241,-122.43026,Entire home/apt,170,30,156,2019-07-08,1.04,1,89,0,City registration pending
166771,Rental unit in San Francisco · ★4.88 · 1 bedroom · 3 beds · 1 bath,794467,Patti,,Haight Ashbury,37.76973,-122.44695,Entire home/apt,150,30,172,2023-08-12,1.15,1,133,4,
175090,Rental unit in San Francisco · ★4.41 · Studio · 2 beds · 1 bath,127367,Michelle,,Financial District,37.79203,-122.40284,Entire home/apt,93,30,28,2023-08-14,0.19,4,323,2,
175102,Rental unit in San Francisco · ★4.73 · Studio · 2 beds · 1 bath,127367,Michelle,,Chinatown,37.79175,-122.4045,Entire home/apt,100,30,55,2023-03-11,0.37,4,151,1,
183859,Rental unit in San Francisco · ★4.88 · 2 bedrooms · 2 beds · 1 bath,882283,Stephen,,Glen Park,37.73604,-122.43777,Entire home/apt,229,3,339,2023-11-26,2.42,1,307,23,STR-0000017
193292,Home in San Francisco · ★4.93 · 1 bedroom · 1 bed · Half-bath,937281,Lauren&Sarah,,Noe Valley,37.75117,-122.42567,Private room,120,30,63,2014-09-22,0.43,1,365,0,
199480,Rental unit in San Francisco · ★4.93 · 2 bedrooms · 1 bed · 1.5 baths,974441,Peter,,Bernal Heights,37.74554,-122.412,Private room,75,2,206,2023-11-05,1.38,2,9,5,2023-006836STR
201313,Condo in San Francisco · 1 bedroom · 1 bed · 1 bath,984585,Robb,,North Beach,37.80356,-122.40437,Entire home/apt,175,30,2,2021-06-26,0.03,1,87,0,
207980,Home in San Francisco · ★4.83 · 3 bedrooms · 5 beds · 1 bath,1023546,Bruce,,Diamond Heights,37.74325,-122.43756,Entire home/apt,291,2,599,2023-11-20,4.03,1,269,52,STR-0000023
208714,Rental unit in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 bath,1027819,Ac,,Downtown/Civic Center,37.78897,-122.41245,Entire home/apt,175,30,78,2018-01-11,0.52,1,364,0,City registration pending
208831,Guest suite in San Francisco · ★4.81 · 1 bedroom · 1 bed · 1 bath,1028577,Peter,,Russian Hill,37.80121,-122.41339,Entire home/apt,149,3,607,2023-11-26,4.09,1,0,48,STR-0000318
209514,Home in San Francisco · ★4.71 · 1 bedroom · 1 bed · 2 baths,1032643,Josh,,Haight Ashbury,37.77255,-122.44985,Private room,71,1,626,2023-11-12,4.20,5,0,46,STR-0001099
212783,Home in San Francisco · ★4.60 · 1 bedroom · 2 beds · 2 shared baths,1032643,Josh,,Haight Ashbury,37.77085,-122.44814,Private room,72,1,607,2023-11-11,4.08,5,0,53,STR-0001099
213532,Home in San Francisco · ★4.54 · 1 bedroom · 1 bed · 2 baths,1032643,Josh,,Haight Ashbury,37.77175,-122.45012,Private room,64,1,696,2023-11-19,4.68,5,353,63,STR-0001099
217106,Rental unit in San Francisco · ★4.71 · Studio · 1 bed · 1 bath,374909,Eric,,Haight Ashbury,37.76551,-122.44614,Entire home/apt,86,30,52,2023-09-22,0.35,11,300,2,
218006,Home in San Francisco · ★4.74 · 2 bedrooms · 1 bed · 2 shared baths,812808,Mukt,,Excelsior,37.72525,-122.43013,Private room,49,2,134,2023-11-20,0.90,2,55,16,STR-0003069
218567,Condo in San Francisco · ★4.78 · 1 bedroom · 2 beds · 1 bath,1130612,Marin,,Western Addition,37.78618,-122.43209,Entire home/apt,250,30,88,2023-10-28,0.59,1,238,2,
220418,Home in San Francisco · ★4.51 · 1 bedroom · 1 bed · 2 baths,1032643,Josh,,Haight Ashbury,37.77031,-122.44948,Private room,64,1,564,2023-10-16,3.79,5,361,34,STR-0001099
229319,Rental unit in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 bath,12798954,Anya,,Bernal Heights,37.73825,-122.41451,Entire home/apt,239,3,30,2023-11-17,0.21,1,349,4,2022-004580STR
231129,Townhouse in San Francisco · ★4.40 · 1 bedroom · 4 beds · 1 bath,1208533,Antonio,,Nob Hill,37.79278,-122.41007,Entire home/apt,857,2,74,2022-10-23,0.51,6,358,0,City Registration Pending
231752,Rental unit in San Francisco · ★4.94 · 2 bedrooms · 3 beds · 1 bath,691445,LeighAnna,,Castro/Upper Market,37.75751,-122.44016,Entire home/apt,143,30,84,2022-10-19,0.57,1,93,0,
232060,Guest suite in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 bath,1214006,Syl & Art,,Inner Sunset,37.75893,-122.4664,Entire home/apt,107,30,116,2023-11-07,0.80,1,349,3,
238204,Guest suite in San Francisco · ★4.76 · 1 bedroom · 2 beds · 1 bath,1248132,"Jennifer, Maria , Andrew",,Parkside,37.74228,-122.50415,Entire home/apt,122,3,299,2023-11-12,2.03,1,259,26,STR-0000446
251792,Home in San Francisco · ★4.83 · 3 bedrooms · 6 beds · 3 baths,1320750,Nilesh,,Outer Sunset,37.75474,-122.48924,Entire home/apt,395,2,23,2023-11-19,0.16,1,244,13,2022-009176STR
256176,Guest suite in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 private bath,976125,Eva,,Inner Richmond,37.776084899902344,-122.45552062988281,Private room,100,2,470,2023-11-28,3.20,1,334,37,2023-004361STR
258873,Rental unit in San Francisco · ★4.34 · 1 bedroom · 1 bed · 1 shared bath,1360620,Deborah,,North Beach,37.80023,-122.40844,Private room,100,2,451,2023-11-20,3.30,2,164,40,STR-0001109
269463,Rental unit in San Francisco · ★4.78 · 1 bedroom · 1 bed · 1 bath,1244308,Lawrence,,Haight Ashbury,37.76761,-122.45139,Entire home/apt,250,2,174,2023-11-17,1.19,1,0,11,STR-0000224
269756,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,1409731,Daniel,,Twin Peaks,37.75265,-122.45092,Private room,115,90,6,2016-08-12,0.06,1,0,0,STR-0000585
271602,Condo in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,1421296,Richard,,South of Market,37.77907,-122.40503,Entire home/apt,117,30,120,2023-10-03,0.82,1,242,6,STR-0000846
271647,Rental unit in San Francisco · ★4.54 · 1 bedroom · 2 beds · 1.5 shared baths,1421509,Matthew,,Outer Sunset,37.75334,-122.50794,Private room,60,30,135,2021-02-14,0.99,2,0,0,
273530,Condo in San Francisco · ★4.91 · 2 bedrooms · 2 beds · 2 baths,99128,Cathryn,,Potrero Hill,37.75533,-122.39927,Entire home/apt,256,4,35,2022-07-21,0.29,2,0,0,STR-0000036
274334,Home in San Francisco · ★4.85 · 1 bedroom · 1 bed · 1 private bath,1434669,Ashli,,Outer Sunset,37.7517,-122.5051,Private room,80,3,164,2023-11-16,1.13,1,153,40,STR-0003516
279184,Rental unit in San Francisco · ★4.85 · 3 bedrooms · 4 beds · 2 baths,1456262,Justin,,Mission,37.75059,-122.41415,Entire home/apt,550,4,13,2019-07-03,0.09,2,0,0,STR-0002616
280673,Rental unit in San Francisco · ★4.39 · 1 bedroom · 1 bed · 1 shared bath,1463652,Shane In SF,,Bernal Heights,37.74584,-122.42392,Private room,48,30,97,2023-07-11,0.67,1,87,1,
284117,Guesthouse in San Francisco · ★4.78 · 1 bedroom · 1 bed · 1 bath,1479905,Samantha,,Glen Park,37.74102,-122.42815,Entire home/apt,64,30,220,2023-05-12,1.53,2,63,2,STR-0002962
297897,Home in San Francisco · ★4.79 · 1 bedroom · 2 beds · 1 bath,39265388,Monchaya,,Outer Sunset,37.75744,-122.50555,Entire home/apt,190,2,208,2023-07-31,1.49,2,63,3,STR-0005409
308885,Condo in San Francisco · ★4.43 · 1 bedroom · 2 beds · 1 bath,1588855,Arbe,,Financial District,37.79739,-122.4052,Entire home/apt,120,30,112,2021-12-12,0.82,2,364,0,
314248,Home in San Francisco · ★4.88 · 3 bedrooms · 4 beds · 2.5 baths,1614566,Sarah,,Pacific Heights,37.78946,-122.43538,Entire home/apt,525,7,67,2023-09-25,0.55,1,348,11,STR-0000133
